item_id,item_geohash,item_category
10130611,,10825
101312660,,10431
101313116,,3064
101319361,,6648
101323216,,4008
101328870,,11406
101329628,,11406
101332032,,4677
10133205,,12996
101332835,,3064
101334144,,10137
101335780,,3660
101343419,,4588
101343446,,10431
101343516,,732
101347699,,6648
101351357,,5446
101368517,,8561
10136882,,1169
10136912,,9569
101376702,,4245
101376838,,12090
101383379,,3064
101386804,,3064
101410674,,11406
101411112,,8254
10141655,,10431
101421076,,5480
10142775,,3660
101431016,,3064
101433392,,6648
101438345,,4396
10144204,,6133
101459088,,9614
101461586,,6691
101465020,,94
101466369,,2158
101466676,,7939
101467067,95qqpig,7769
101467067,9rdm3ec,7769
101472423,,3942
101482749,,4778
10148576,,5351
101485883,,4677
101487618,,5480
101492174,,11991
101494428,,11046
10149935,,12617
101501135,,4830
101507979,,11782
101516948,,12630
101521512,,10920
101525868,,12630
101527147,mtobe10,10137
101531578,95mm4i2,11664
101531578,99b5b7w,11664
101531578,tm52poa,11664
101534646,,8270
101537112,,3660
101552070,,1773
101555360,,4588
101556968,,3846
101560165,,9450
101563512,,6526
101564531,,10063
101565255,,2284
101568196,,3956
101587323,,3960
101587710,,3702
101589183,,7995
101593061,,10431
10160173,,12370
101603397,,6526
101609784,,5951
101614294,,12919
101618795,,9614
101623284,,4533
101639739,,7350
10164009,956jeht,3487
10164009,956jfaw,3487
10164009,956mucf,3487
10164009,956o4ee,3487
101643466,,5711
101652888,,3483
101658913,,8561
101659567,,7995
101672766,,8210
10167945,,9614
101681833,,7876
101698188,,7619
101698899,,7393
101699847,,8099
101701274,,7174
101703448,,6648
101719911,,2284
101725438,,4864
101728745,,8561
101747479,96kajwd,5946
101747479,99ct7d6,5946
101750458,,2284
101751303,,9017
101756872,,13547
101761843,,10356
101777668,,7572
101779058,,13547
101780065,,9569
101780599,,3449
101785743,,10431
101785933,,2284
101793791,,9933
101794836,,7350
101801795,,6648
101809957,,10735
101819860,,10356
101821086,,9757
101823170,,3956
101826879,,7401
101830964,,6648
101833785,,94
101834333,,4245
101846548,,9569
101846742,,1632
101863123,,1429
101870773,,5932
101872053,,12814
101885135,,4627
101885146,,11406
101886799,,2284
101889725,,3434
101892036,,11039
101894304,,8605
101906218,,11406
101910682,,8270
10191290,,6700
101919470,,7572
101924533,,4830
101925582,,10356
101928035,,10137
10193787,,10431
101943417,,10735
101947828,942gvfs,12375
101947828,94cova5,12375
101947828,94vo9dr,12375
101947828,951ii6d,12375
101947828,955924h,12375
101947828,95qql4e,12375
101947828,95rirws,12375
101947828,95v0e76,12375
10194805,,7939
101948639,,9614
101949547,,11991
101950898,,4778
101951185,,7791
10195382,,11406
101960880,,10012
101966070,,1963
101966422,,9155
101966656,,9614
10199597,,2284
102000792,,4627
102004451,mtknf3l,10544
102020515,,5801
102021034,,1483
102024444,,4228
102027331,,11376
10203917,,9933
102045799,,13686
102060564,,1963
102062361,,12326
102065318,,12326
102069166,,5446
10208281,,332
102094355,,9155
102095109,,6631
102120805,,2284
102127877,,12996
102135363,,6526
102137279,95q66mf,5871
102141502,,9569
102145901,,4627
102148895,,10120
102150687,,3723
102159065,,9086
10215943,,10460
102167830,,12630
102176656,,10662
102177187,,12304
10217756,,11376
102191916,,4599
102191946,95qqt0p,9014
102191946,95qqu1t,9014
102207138,,7995
102210866,,4830
102212012,,4245
102229178,,9086
102233930,,4245
102235082,956mese,10598
102237568,,7939
102238052,,9569
102242830,,6526
102248982,,11376
102250626,,4677
102253477,,9569
102254105,,7850
102259145,,6648
102262227,,10576
102262439,,9307
102264284,,4396
10226693,,4245
102268540,,11406
102284782,9931wi9,4468
102288147,,10544
10228982,,9569
102296568,,1029
102306237,9rg24mj,4657
102306237,9rg267k,4657
102307151,94mfcne,8710
102307151,95o1rng,8710
102311572,,10431
102314977,,7995
102316118,,7995
10231651,,198
102317605,,8646
102320401,,8561
102325610,,2284
102334495,,279
102338329,9r2sjm7,1213
102343196,,3064
10234671,9rgsd4q,2568
102346782,,9307
102347264,,12536
102354255,,10431
102354784,,11799
102364948,,5712
10236884,,11130
102376601,,6648
102380509,,198
102388497,,8261
10238931,,12067
102394154,,887
102394908,,4245
102399969,,6367
102402774,,5932
102403701,,5533
102412843,,8662
102415354,,1169
102415991,95qq3ac,10544
102415991,95quke2,10544
102419193,,7995
102425029,,10120
102427687,,3660
10243185,,2029
10244609,,3660
102447293,,2284
102482735,,11406
102485907,,8350
102489342,,10431
102490456,,3846
102496685,,3064
102499588,,11406
102499738,,6648
102502915,,11406
102504378,,11991
102505246,,10356
10250605,,4245
102508282,,11497
102513901,,3000
102524596,,7311
102534668,,2284
102538199,941gngb,4561
102538199,9rg2ki0,4561
102543772,,7939
102550027,,3064
102552269,,6648
102565475,,11236
102568005,,9086
102571125,,5711
102578381,,9569
102592271,,9569
102595525,,2284
102605143,,6502
102612986,,94
102616015,,10412
102617869,,8698
102619697,,6632
102622610,,7939
102638019,,9569
102638464,,7876
10263879,,3064
102640686,,13672
102644323,,11376
102644963,,6526
102654617,,5273
102660248,,4008
102662198,,10356
102663291,,6648
102668862,,6648
102672881,,10582
102675789,,12630
102683506,,10356
102687686,,7140
10269522,,3368
102701237,,705
102706496,,5947
102706512,,2158
102708048,,11497
102710914,,4396
102716552,,660
102718837,,7876
102719867,,3660
102724703,,279
102729659,,2683
102731644,,3846
102737760,,13042
102749788,,10120
102756900,,11422
102761772,,11952
102764950,,7995
102775503,,10501
10277849,95qqtjr,1213
102783187,,7572
102787564,,12375
102797163,,10431
102804746,,8099
102805480,,12403
102817073,,10699
102827172,,10120
102828890,,3846
102834368,,4582
102849163,,13500
102860791,,9569
102862002,,6700
102866184,,8662
102873150,,1963
102876737,,3064
102880245,99ctjqg,2163
10288557,,12553
102889143,,5932
102897316,,3064
102898680,,9614
102898683,,198
102906439,,4245
102907935,,1963
102918812,,3925
102928347,,6691
102929100,,6858
10294227,,9569
102945758,,9569
102947072,,8646
102948624,,1169
10295105,,9829
10295185,,9086
102954910,,11406
102964251,,10501
102966413,,3064
102973627,,12370
102983616,,4778
102985858,,7572
10298771,,3942
102993111,,10967
103004049,,9569
103004396,,1963
103008178,,11406
103010256,,8561
103015006,,3064
103028675,,3942
103036324,,6648
103041479,,12570
103044098,,5141
103050513,,7939
103054809,,4230
103069692,,7995
103069748,,9450
103074413,,6648
103088260,,12996
103088371,,4245
103102935,,7076
103108850,,8179
103116916,,12304
103118092,,9789
10311980,,4627
103123463,,3537
10312405,,7233
103124297,,3361
103127661,,2158
103137092,,12538
10313889,,11406
10314268,,12221
103146514,,8179
103147492,,4588
103148041,,6691
103148592,,12370
103148779,,12996
103149261,,7001
103151018,,4245
103157159,,7995
103161930,,8792
103163161,,11406
10316450,945o31v,4224
10316450,94c9g4u,4224
10316450,951av1a,4224
10316450,956a354,4224
10316450,95kmvm2,4224
10316450,95nhvtp,4224
10316450,9623lc7,4224
10316450,96e2acg,4224
10316450,96nrpnh,4224
10316450,97sp224,4224
10316450,9992oaj,4224
10316450,99b4a9o,4224
10316450,99ch1kv,4224
10316450,9q0oj3i,4224
10316450,9reonbe,4224
10316450,9rgp6f7,4224
10316450,9rnee9b,4224
10316450,9t6kctb,4224
103171984,,4778
103180203,,4677
103184127,,279
103185267,,6304
103187647,,5962
103190825,,7373
10319141,ffadr37,4468
103202486,,7876
10320668,,4582
103207367,,6995
103207572,,10431
103207712,,12996
103208175,,9086
103216126,9redm5d,1213
10321771,,5273
103219176,,13500
103221839,,6417
103228096,,10356
103237811,,7467
103245562,,11492
103253414,,4641
103255859,,8990
103262590,,7791
103268965,,9569
103270969,,2568
103272102,,2029
103274519,,10431
103282945,,12996
103283810,,7390
103285475,,3067
103291485,,10356
103315138,,9569
103323338,,11991
10332681,,9614
103327854,,9614
103330764,,2683
103336824,,7995
103341617,,2284
103345855,,3368
103346719,,14047
103347583,,5273
103348508,,5273
1033495,,1213
103357532,,4156
103358537,,7876
10336109,,10290
103365086,,6648
103370598,,3397
103375016,,4869
103377637,,10431
1033788,,9086
103381294,,9569
103391069,,8561
10339346,,6648
103402458,,12326
103411221,,2284
103420593,,382
10343075,,13547
103431453,,5141
103441347,,9569
10344207,,12919
10344770,,3660
103450788,,6272
103451858,97lnclp,6167
103453445,,13042
103458725,,8476
10345974,,12536
103467296,,10085
103483188,,7572
10348593,,6133
10348613,,12221
103496730,,10431
103512497,,6858
10351586,,10576
103525057,,7876
103529317,,7995
103530142,,2568
10354943,,9569
103553142,,10544
103558277,,1632
103567575,,5446
10356883,,5752
103572779,,12304
103573785,,12996
103575180,,3064
103575818,,6648
103578278,,7572
103582377,,9569
103583834,,2029
103587008,,10699
103588699,,94
103594798,,6648
103601512,,10324
103603813,,9017
103612536,,9569
103618337,,279
103620440,,10120
103625721,,13500
103627005,,679
103632461,,9569
103640251,,8870
10364263,,3690
103648127,,3660
103649849,,10431
103650380,,6995
103653052,,11406
103655326,,10431
103668342,,3064
103676329,,11406
103682650,,6417
103683821,,9789
103691568,,10431
103692044,,3064
103702159,,9569
103715224,943v119,4224
103715224,94c4lsk,4224
103715224,9502evh,4224
103715224,9502oam,4224
103715224,95061of,4224
103715224,950shve,4224
103715224,955nlgp,4224
103715224,956mk1i,4224
103715224,95uc70a,4224
103715224,95vkpjq,4224
103716380,,8685
103719639,,198
103721393,,3660
103723102,,4282
103724974,,6648
103731209,,6648
103732028,,6417
103736894,,3397
103738384,,6648
103743079,,8662
103753285,,9569
10375616,,10120
103757106,,1032
103757261,,10431
103764182,,7995
103767082,99nohj7,682
103779519,,5273
103786981,,10544
103787904,,3000
103789749,,10431
1037909,,4582
103799500,,10431
103801333,,2284
103807401,,2284
103811184,,12553
103816444,,10015
103825309,,6247
103841243,,3064
103845192,,7033
10385290,,2288
103862138,,12370
103865380,,3321
103865442,,3064
103865459,,7350
103870288,,6648
103870771,,4008
103878204,,7995
103879536,,12067
103888471,,1963
103889156,,7995
10389565,,9569
103905380,,3064
103906362,,9614
10390781,,13500
103909820,,5141
103914414,,9569
10392367,,4156
103924204,,12326
10392526,,438
103927326,,5993
103931544,,10576
103949574,,9614
103953500,,3925
103957410,,198
10395872,,4008
103966123,,10364
103966351,,3064
103971175,,10431
103971928,,10063
103973705,,10120
10397534,,953
103983446,,3064
103989368,,10431
103992096,,8254
103992938,,3064
103994818,,10544
103996139,,5273
103997590,,10120
104005206,,1029
104005751,,7663
104007377,,7769
104020831,,7995
10402135,,1169
104021378,,10544
104023283,,10423
104034053,,6648
104038735,,8099
104046347,,12370
104055149,,3368
104058393,,5752
104066285,,12919
104074062,,4778
104081770,,11376
104083843,,10576
104085135,,629
104090039,,4830
104098023,,2886
104100851,,2936
10410456,,2162
104112610,,7897
104116475,,3942
10411944,,12375
104122854,,9569
104124761,,7350
104131285,,13308
104133343,,3368
104139045,,4670
104144927,,7239
104145143,,4396
104158544,,9614
104162145,,7619
10416362,,732
104165312,,9155
104169654,,9569
104172178,,8254
104184315,,9933
104188157,,5350
104196840,,9450
104205589,,9569
104212140,,6648
104214297,,7995
104216933,,6648
104217082,,13500
104220326,,12816
104227890,,9569
104240417,,8376
104246945,,9614
104249424,,4282
104249811,,11406
104253954,,2284
104254360,,4830
104254981,,12370
10425516,,8561
104257750,,5533
104259651,,4008
104266677,,12630
104270297,,9205
104273430,,3064
104276689,,7995
104277809,,9789
104279156,,12553
104281128,,6526
104286579,,12067
104288619,,7995
104297627,,7619
104298371,,7572
104306657,,836
104314745,,9614
104318275,,3370
104319640,,10895
104321761,,3368
104326514,,10544
104328614,,7876
104332248,,3660
104338440,,6304
104338654,,10012
104344782,,8099
104345900,,10735
104351468,,4228
104361342,,4468
104365868,,94
104366187,956moer,4224
104366414,,5752
104379356,,13547
104381802,,6417
104383233,,4778
104385884,,10431
104388058,,10012
104406839,,9569
104407516,,7939
104415743,,4230
104416709,,3449
104423124,94hkah6,10012
104423124,9504fqt,10012
104423124,951p20n,10012
104423124,9552mas,10012
104423124,955bbp3,10012
104423124,955l7o0,10012
104423124,955no4r,10012
104423124,956m51d,10012
104423124,9573nqs,10012
104423124,95q5w47,10012
104423124,95q642f,10012
104423124,95qc3ds,10012
104423124,95qqsf5,10012
104423124,95robwe,10012
104423124,95roh76,10012
104426339,,5273
104427179,,13134
104432458,,7350
104437314,,13985
104439327,,198
104445662,,10582
1044461,,7393
104449565,,438
104456975,,9610
104461678,,12275
104464130,,4245
104465715,,6247
104468563,,10460
104477458,,10431
104478052,,7954
104484724,,4582
104487701,,6700
104488056,,10356
104492325,,12468
104492963,955orti,10598
104494772,,11991
104495890,,2163
104498655,,12375
104498805,,5752
104500435,,887
104501295,,9569
104508765,,10356
104511534,,6794
104517555,,9086
104519463,,9080
104520419,,12553
104520667,,8376
104520773,,4778
104527398,,2284
104539305,,10431
104561615,,6247
104576790,,3956
104578884,,5951
104592274,,5273
104596585,,11376
104597310,,7791
104597487,,4582
104598448,956mo0v,9031
104609130,,4588
104616858,,4068
104617635,,6648
104624602,,3960
104624928,,6648
104627101,,4875
104628575,,12630
104630662,,10033
104630752,,10120
104640030,,7978
104640984,,6648
104646650,,11806
104652186,,2284
104652691,,11952
104666613,,3956
104667476,,3723
104674045,,7350
104678272,,6691
104678768,,3064
104683495,,10120
104684029,,10082
104684446,,2284
104685051,,10120
104689244,,3064
104690854,,7939
104691930,,7876
104701014,,332
104706284,,7030
104706336,,5077
104706537,,9614
104710728,,11492
104711291,,10431
104713994,,9450
104718619,,12996
104736866,,4830
104740577,,3846
104742047,,8254
104747265,,10544
104747988,,8179
104748794,,7350
104753447,,4245
104769240,,12067
104771911,,3064
104776907,,4396
104782917,,9593
104785131,,8595
104792461,,9829
104797431,,12221
104798638,,10356
104804998,,9614
104816010,,10544
10481779,,9610
104821514,,12919
104825554,,10078
104828123,,4228
104831622,,11991
104839150,,6648
104846932,,9086
104850001,,10033
104850594,,11236
10486156,,5533
104869859,,7876
104871792,,9933
104875303,,12370
104883709,,7619
104884296,,7350
104888998,,11406
104889977,,1601
104922975,,3064
104923835,,8744
104935342,,7995
104935662,,9748
104946084,,8561
10495791,,9086
104959273,,9450
104960634,,8099
104976469,,7995
104988107,,6648
105000814,,3846
105008241,,9614
105011716,,3690
105017011,,12630
105020346,,8099
105028740,,5712
105031063,,2568
105032022,,8710
105048948,,3064
105063151,,2284
105065648,,3064
105066841,,8468
105072884,,9614
105083084,,10033
105090584,,9933
105092058,,150
105094162,,10431
105095061,,5273
105099351,,3846
105099573,,5273
10510264,,8561
105111736,,7876
105115438,,4008
105118361,94cpqve,2225
105118361,95mm9bm,2225
105118361,997r5p4,2225
105118361,fffod3l,2225
10512162,,4245
105125146,,11497
105126743,,4441
105127458,,4830
105130180,,8939
1051317,,10431
105134568,,7939
105138285,,5930
105140844,,198
105141046,,8099
105149384,95lka9q,6890
105149384,9rf9wpe,6890
105151228,,7140
105151923,,10920
105167020,,10582
105180782,,10941
105181122,,3660
105195486,,9933
105198796,,7791
105198838,,8561
105207889,95lk5jq,13231
105213372,,11406
105214458,95rijq4,3618
105214458,99ctkjl,3618
105214690,,1649
105221980,,7876
105224997,,9614
105227227,,4830
105236821,,12370
105250135,,3000
105250214,,11121
105253628,,9569
105258406,,10063
105258917,,5324
105270549,,9593
105277994,,3064
105285654,,12996
105288832,,9569
105295590,,3723
10529904,,3723
105303495,,9933
105303862,,9610
105305475,,11406
105306806,,1169
105307907,,7850
10530859,,7076
105321208,,3397
105323264,,7033
105323530,,11236
105330711,,10732
105331065,,11952
105338314,,10456
105344053,,6526
105348153,,12370
105348860,,8099
105350521,95qqtuk,6890
105350521,99nf3fv,6890
105363096,,3801
105364831,,6526
105365343,,4830
105370774,,3321
105376500,,10735
105379794,,9232
105385753,,6648
105388988,,12553
105389678,,10120
105390845,,9155
105393019,,7876
105399285,,7939
105400152,,3064
10540652,,9614
105411904,,10120
105412870,,8561
105427756,,10544
105433505,,3986
105439869,,12630
105445527,,11236
105445806,,6648
105452505,,10431
105465187,,3064
105466727,,951
105467083,,10
105472263,,10431
105477154,95q4lj1,1090
105485917,,951
105492520,,13500
105499431,,9086
105501158,9434li3,10012
105501158,943onfv,10012
105501158,943v0ww,10012
105501158,943wpug,10012
105501158,954alsv,10012
105501158,954gtke,10012
105501158,954lm07,10012
105501158,9556awv,10012
105501158,955hmqo,10012
105501158,955hnrs,10012
105501158,955jw93,10012
105501158,955m3vr,10012
105501158,955maos,10012
105501158,955mc9t,10012
105501158,955mcof,10012
105501158,955mukm,10012
105501158,955n6wo,10012
105501158,95694cr,10012
105501158,95q02ep,10012
105501158,95quh7k,10012
105501158,95rijo1,10012
105505376,,1169
105506527,,10356
105515939,,10073
105516726,,3660
105517169,,3064
105521552,,5533
105536669,,10356
105551048,,12630
10555448,,4128
105558020,,1963
105560687,,2284
105561845,,13500
105564078,,5706
1055668,,7572
105567258,,198
105569142,,12326
10557970,,7995
105586698,,12934
105587269,,9023
105590655,,3690
105590951,,1527
105611252,,10120
10561629,,9735
105626531,,9569
105628930,,3064
105631950,,3660
105635940,99ctnjq,9014
105635940,99cuw4t,9014
105636279,,7350
105637127,,12816
105638401,,10431
105639835,,3846
105646386,,10431
105646878,,3690
105649730,,94
105655473,,10431
105666157,,8254
105671965,,10356
105679836,,7390
105687346,,2568
105688853,,7140
105692523,,6133
105693183,,9614
10569782,,11699
10570427,,2683
105707951,,8662
10571191,,3064
105731739,,2029
105733584,95qrdqb,10544
105737113,,12090
105743712,,5153
105745621,,4778
105754519,,6648
105762047,,4245
10578189,,732
105782479,,11406
105788377,,9614
10578907,,13284
10579005,,6648
105799612,,4830
105799749,,10637
1058070,,12996
105813664,,11406
105820666,,11406
105827261,,5951
10583094,,12326
105832039,,7311
105834191,9rgbkp1,1213
105842381,956mlgr,6890
105857670,95q643i,6890
105857670,95q6w05,6890
105857670,95wl9n9,6890
105863037,,8431
105867173,,9569
105867548,,13018
105868756,,6648
105875616,,2936
105881374,,4008
105893029,97qjk4g,10012
105897254,,7876
105900420,,8270
105901975,,6417
105908919,9rew7ip,7641
105913013,,12370
105917118,,6648
105925313,,6648
105932895,,9815
105933500,95q4d3c,4129
105936541,,13547
105937197,,3005
105940478,,7995
105941942,,2284
105942158,,6104
105947285,,8595
105953417,,9614
105954276,,9614
105958018,,2284
10596386,,438
105973851,,7350
105981367,,2284
105989071,,6648
105992703,,7939
105992784,,10662
105999428,,10460
106001609,,10297
106016835,,8179
106029288,,11497
106031637,,13500
106032327,,11376
106033748,,11376
106037588,,13985
106037816,,12326
106038230,,5350
10603843,,6691
106039598,,9614
106043928,,13374
106051750,,6272
10605791,,6648
106060861,,8270
106063286,,12090
106068199,,3702
106069908,,660
10607062,,2568
106070646,,9614
106086003,,6648
106087385,,10895
10608833,,4588
106091949,,4533
106096531,,11991
106099505,,705
106107882,,12553
106115503,,7390
106116683,ffet5il,1213
106123868,,1963
106124962,,7390
106135865,,7033
10615006,,5401
106152595,,10356
10617547,,7401
106182745,,4582
106192301,,9614
106199678,,9933
106207493,,4245
106211155,,438
106211816,,7401
106215773,,6648
106224342,,7995
106226518,,3368
106234972,,6304
106245620,,4830
106247032,,10356
106248195,,6526
106248364,,5320
106252958,,1169
106253912,,3942
106254150,,3660
106276633,,11832
106277040,99ctiqt,10018
106277040,99ctqbr,10018
106277516,,9614
106278441,,7951
106283213,,8685
106291864,,3925
106293428,,5967
106295415,,11991
106300874,,8254
106301215,,11406
10630191,,4830
106303556,,12275
106309501,,4156
106315386,,7995
106315609,,9450
106316511,,8646
106320780,,10576
106321140,,198
106325426,,8254
106333166,,4582
106333652,,12758
106334372,,8605
106336110,,3370
106336605,,12067
106338963,,6648
106342955,,8661
106345516,,5951
106349870,,3960
106354974,,12067
106356885,,8561
106365082,,4778
106368898,,6691
106378161,,2284
106378850,9riuhsj,8139
106379054,,12791
10638079,,10892
10638249,,11236
106394201,,8491
10639574,,10576
106403074,,7350
106404198,,10431
106404458,,3064
106412586,,9614
106414835,,7995
106417132,,5752
106421179,,8561
10642531,,13042
106427403,,3064
10643120,,11406
106434031,,10431
106435874,,12158
106438118,,8561
106443050,,4830
106449043,,12791
106451332,,3942
106477479,,10356
106485943,,8605
106486153,,8561
10649092,,6164
106492208,,9614
106497771,,279
106499541,,9569
106499553,,11406
106511697,,6648
106515285,,10544
106520314,,8662
106520633,,13800
106521074,,6417
106528130,,8099
106531039,,5951
106534289,,12617
10654470,,6648
106552446,,6794
106552960,,8376
106557509,,9569
106558867,,12067
106564571,,7239
106574542,,1527
106574882,,1528
106585651,,11406
106592569,,10356
106600775,,5930
106604018,,5879
106609549,,7076
106609583,,8685
106610824,,5932
106616263,95q64pl,3742
106616523,,732
106629260,,13500
10663074,9rg2jra,4468
10663074,9rg2wpt,4468
10664401,,10616
106648934,,12996
106659929,,5706
106664342,9r59in5,9843
106665248,,1574
106665544,,13547
106677014,,9450
106677787,,3900
106679998,,10412
106684332,,9933
106684837,,12059
106685287,,9086
106693713,,2284
10671125,,6247
106716854,,3064
106717946,,12570
106718057,,9757
106719002,,11039
106722859,,10356
106728881,,9450
106730701,,10120
106733213,,10431
10674818,,9569
106748257,,4830
106749994,,10431
106752152,,1169
106760431,,10431
106762585,,13500
106768185,,5141
106769910,,11406
106771936,,5932
106776616,,4778
106786472,,6247
106788884,,7995
10679604,,11991
106812236,,8561
106819999,,12170
10682580,,4864
106825843,,10464
106838395,,11991
106840388,99ctb4f,2163
106842669,,10431
106848754,,10120
106864820,,3067
106868740,,8099
106868773,,12067
10687115,,7311
106882773,,3690
106883479,,8099
106891274,,3956
10689830,,6526
106902473,,10544
106913487,,332
106916873,95q67n6,10544
106919671,,2284
106927046,,7995
106929780,,11406
106939927,,3064
106947183,,5446
106952986,,4567
106956703,,12090
106961792,,1169
106966429,,3956
106966975,,7876
106981037,,1928
106981504,,11991
106984032,,6526
106987045,,7572
106991344,,3064
10699156,956me0q,3487
106995008,,6648
10699910,,5065
106999648,,9614
107006297,,1169
10700994,,3064
107014753,,12630
107015219,,8661
107025101,,7572
107029213,,12758
107035194,,11406
107036067,,3000
107038570,943165n,4561
107038570,946vbu9,4561
107038570,94ebchv,4561
107038570,94fdcv0,4561
107038570,94neft1,4561
107038570,94vcgpk,4561
107038570,951wboi,4561
107038570,954aoue,4561
107038570,955mceg,4561
107038570,957i65s,4561
107038570,95lkb4f,4561
107038570,95lkero,4561
107038570,95q69wk,4561
107038570,95qhnwh,4561
107038570,95qsca4,4561
107038570,95qufvc,4561
107038570,95ribef,4561
107038570,95rwbrs,4561
107038570,9623awf,4561
107038570,9623ghq,4561
107038570,99ct114,4561
107038570,99ctwvr,4561
107038570,99uir10,4561
107038570,99ukti6,4561
107038570,9q9mkad,4561
107038570,9qv9cul,4561
107038570,9r52bww,4561
107038570,9r59inh,4561
107038570,9rdjhf9,4561
