user_id,item_id,behavior_type,user_geohash,item_category,time
77404236,257688734,1,,3424,2014-11-25 19
77404236,247793923,1,,10465,2014-12-17 17
77404236,172015014,1,,9130,2014-12-17 17
77404236,149754986,1,,4582,2014-12-17 17
77404236,115180664,1,,8877,2014-11-25 20
77404236,163347915,1,94h7j6g,9559,2014-12-02 08
77404236,370299072,1,,10599,2014-11-19 21
77404236,501536,1,,3424,2014-11-25 20
77404236,501536,1,,3424,2014-11-25 20
77404236,90483227,1,,11652,2014-12-15 16
77404236,288484735,1,,7266,2014-11-26 00
77404236,5135505,1,94h7j2p,6000,2014-11-26 15
77404236,370299072,1,,10599,2014-11-19 21
77404236,192053998,1,,8877,2014-11-25 20
77404236,159417827,1,94h7j29,10344,2014-12-02 08
77404236,351904813,1,,3424,2014-11-25 20
77404236,78306131,1,,3792,2014-12-05 00
77404236,78306131,1,,3792,2014-12-05 00
77404236,128688281,1,,4640,2014-12-17 20
77404236,130648613,1,,10507,2014-12-05 00
77404236,133947097,1,,11623,2014-11-25 19
77404236,247793923,1,,10465,2014-12-17 17
77404236,372187035,1,,215,2014-12-17 17
77404236,194450830,1,,11623,2014-12-15 16
77404236,18015645,1,,11623,2014-12-17 17
77404236,149754986,1,,4582,2014-12-17 17
77404236,14221833,1,,11623,2014-12-06 23
77404236,14221833,1,,11623,2014-12-06 23
77404236,182966441,1,,3424,2014-12-17 20
77404236,333999728,1,,2883,2014-12-17 17
77404236,202592692,1,,11623,2014-12-04 23
77404236,46359744,1,94h7j63,5232,2014-12-02 08
77404236,5135505,1,94h7j77,6000,2014-11-26 15
77404236,289978456,1,,3381,2014-12-05 00
77404236,390674721,1,,3424,2014-11-25 20
77404236,359894945,1,94h7j2t,11537,2014-12-16 21
77404236,133947097,1,,11623,2014-11-24 19
77404236,34079764,1,,11623,2014-11-24 19
77404236,258383216,1,,8095,2014-12-17 20
77404236,321344925,1,,3424,2014-11-25 20
77404236,90483227,1,,11652,2014-12-12 08
77404236,372187035,1,,215,2014-12-17 17
77404236,98628045,1,,5232,2014-12-15 16
77404236,321344925,1,,3424,2014-11-25 20
77404236,313608063,1,,12488,2014-12-15 16
77404236,215814621,1,,10599,2014-11-19 21
77404236,67359616,1,,10599,2014-11-19 21
77404236,271777067,1,,3381,2014-12-06 23
77404236,179043065,1,,6228,2014-12-17 17
77404236,306224045,1,,9023,2014-11-24 19
77404236,194450830,1,,11623,2014-12-15 16
77404236,363586606,1,,11623,2014-12-17 17
77404236,113546393,1,,11623,2014-11-24 19
77404236,18015645,1,,11623,2014-12-17 17
77404236,252521594,1,,11623,2014-11-24 19
77404236,252521594,1,,11623,2014-11-25 19
77404236,252521594,1,,11623,2014-11-24 19
77404236,183704695,1,,11652,2014-12-15 16
77404236,274216116,1,,3424,2014-12-17 20
77404236,187126014,1,94h7j7l,5264,2014-12-02 08
77404236,73534887,1,,3046,2014-12-15 16
77404236,289487308,1,94h7j7r,3381,2014-12-02 08
77404236,90483227,1,,11652,2014-12-15 16
77404236,101425547,1,,3321,2014-12-17 17
77404236,182966441,1,,3424,2014-12-17 20
77404236,258383216,1,,8095,2014-12-17 20
77404236,21160485,1,,11623,2014-12-17 17
77404236,90483227,1,,11652,2014-12-12 08
77404236,228534350,1,,11623,2014-12-17 17
77404236,278724166,1,94h7j77,8300,2014-12-02 08
77404236,198240119,1,,3424,2014-12-17 20
77404236,34079764,1,,11623,2014-11-24 19
77404236,286638586,1,94h7jhj,3381,2014-11-26 15
77404236,98628045,1,,5232,2014-12-15 16
77404236,309841386,1,,4999,2014-12-17 20
77404236,286638586,1,94h7j60,3381,2014-11-26 15
77404236,38563179,1,,8432,2014-12-17 17
77404236,357037791,1,,5554,2014-11-24 08
77404236,304354002,1,,3424,2014-11-25 20
77404236,271777067,1,,3381,2014-12-06 23
77404236,398450457,1,,11623,2014-12-17 17
77404236,183980847,1,,11623,2014-12-06 23
77404236,183980847,1,,11623,2014-12-06 23
77404236,359894945,1,94h7j7w,11537,2014-12-16 21
77404236,305131931,1,,11652,2014-12-06 23
77404236,319769353,1,,3424,2014-11-25 20
77404236,501536,1,,3424,2014-11-25 20
77404236,46359744,1,94h7jn9,5232,2014-12-02 08
77404236,172015014,1,,9130,2014-12-17 17
77404236,159417827,1,94h7j62,10344,2014-12-02 08
77404236,32308926,1,,3381,2014-12-05 00
77404236,196719557,1,,3381,2014-12-17 17
77404236,110769103,1,,6000,2014-11-25 19
77404236,163347915,1,94h7jhi,9559,2014-12-02 08
77404236,187126014,1,94h7j7g,5264,2014-12-02 08
77404236,313608063,1,,12488,2014-12-15 16
77404236,52098442,1,,11623,2014-11-26 08
77404236,3566391,1,,3381,2014-12-12 08
77404236,359894945,1,94h7j1v,11537,2014-12-16 21
77404236,90705389,1,,8254,2014-12-15 16
77413503,132028982,1,9rmq6ff,939,2014-12-12 21
77413503,269349542,1,,10080,2014-12-13 19
77413503,7537792,1,9rmq1t5,13230,2014-12-11 19
77413503,306314817,1,,5027,2014-11-26 11
77413503,306314817,1,,5027,2014-11-26 11
77413503,217681365,1,,6513,2014-11-22 19
77413503,13187501,1,,6513,2014-11-22 19
77413503,335552983,1,9rm6jpw,1083,2014-11-20 07
77413503,127312198,1,,10392,2014-11-26 19
77413503,326364396,1,,8874,2014-12-14 10
77413503,1262355,1,9rmq299,13394,2014-12-10 15
77413503,1262355,1,9rmq1tq,13394,2014-12-10 14
77413503,121042858,1,9rmq1t1,13230,2014-12-11 15
77413503,339367415,1,9rmq1t7,9343,2014-12-13 09
77413503,233209267,3,,9343,2014-12-13 18
77413503,202767670,1,9rmq6fl,939,2014-12-12 21
77413503,72030783,1,,14079,2014-12-18 07
77413503,64360941,1,9rm6jpd,1083,2014-11-19 08
77413503,195406711,1,,5232,2014-11-21 19
77413503,259637842,1,9rm6jph,1083,2014-11-20 07
77413503,69950423,1,9rmqgoq,1083,2014-11-20 18
77413503,153796248,4,,242,2014-12-14 11
77413503,183099213,1,,6344,2014-12-04 01
77413503,69950423,1,9rm6jpw,1083,2014-11-19 08
77413503,278231410,1,,5232,2014-11-21 19
77413503,278231410,1,,5232,2014-11-21 19
77413503,198826265,1,,10080,2014-12-13 19
77413503,381255721,1,,10080,2014-12-13 19
77413503,117708331,1,,1083,2014-11-19 06
77413503,30397101,3,9rm6jpc,1083,2014-11-20 19
77413503,310621660,1,,5894,2014-12-18 07
77413503,233209267,1,9rmq6fh,9343,2014-12-13 09
77413503,11417147,1,,5232,2014-11-21 19
77413503,358573083,1,,5232,2014-11-26 10
77413503,34388286,1,9rmq6fa,13230,2014-12-11 15
77413503,31186808,3,,5749,2014-12-18 08
77413503,50389543,1,,5271,2014-11-29 19
77413503,63803121,1,,10242,2014-12-10 11
77413503,255814136,1,9rm6jpl,1083,2014-11-20 07
77413503,144108339,1,,1083,2014-11-19 06
77413503,274926117,1,,5027,2014-11-19 06
77413503,102548924,1,9rmq6fb,939,2014-12-12 21
77413503,209859088,1,,2953,2014-12-04 08
77413503,34388286,1,9rmq6fv,13230,2014-12-11 15
77413503,34388286,1,9rmq6f3,13230,2014-12-11 15
77413503,21532101,1,,13230,2014-11-28 19
77413503,159477064,1,,3846,2014-12-13 13
77413503,255814136,1,9rm6jpa,1083,2014-11-20 07
77413503,392053776,1,,3846,2014-12-13 20
77413503,132028982,1,9rmq1tl,939,2014-12-12 21
77413503,76468425,1,9rmq1tw,7466,2014-12-12 20
77413503,79593215,1,,9247,2014-11-29 20
77413503,104730565,1,9rmqgok,1083,2014-11-20 07
77413503,397304697,1,9rm6jp0,1083,2014-11-18 20
77413503,6662314,1,,6226,2014-11-29 20
77413503,106365473,1,9rmq6f7,9343,2014-12-13 09
77413503,127150836,1,9rmq7mp,11279,2014-12-15 12
77413503,147641651,1,9rm6jpq,10894,2014-11-18 18
77413503,138197912,1,9rmqgol,1083,2014-11-19 08
77413503,165690942,1,,2953,2014-12-04 08
77413503,306786110,1,9rm6jph,1083,2014-11-20 07
77413503,171724355,1,,3252,2014-11-29 19
77413503,194145797,1,9rmq6fo,13230,2014-12-11 19
77413503,166644525,1,,10080,2014-12-13 19
77413503,218336694,1,9rmq6f0,10080,2014-12-12 20
77413503,142311378,3,9rmq6f7,10080,2014-12-12 23
77413503,231416759,1,9rmq6fo,10080,2014-12-12 20
77413503,388779232,1,,3252,2014-11-28 19
77413503,132028982,1,9rmq6fo,939,2014-12-12 21
77413503,341716541,1,9rm6jpj,1083,2014-11-18 19
77413503,358437944,1,,13230,2014-12-18 10
77413503,157385999,1,9rm6jp6,1083,2014-11-20 07
77413503,41201484,3,,7440,2014-11-20 16
77413503,69950423,1,9rmqgo7,1083,2014-11-19 08
77413503,389777988,1,,5232,2014-11-21 19
77413503,54927687,1,9rmq6fh,939,2014-12-12 21
77413503,194680777,1,,9517,2014-12-18 07
77413503,3043186,1,,6513,2014-11-22 19
77413503,229524556,1,,1083,2014-11-20 18
77413503,197660125,1,,8874,2014-12-14 10
77413503,123032710,1,,5232,2014-11-28 13
77413503,95370723,1,,14079,2014-12-18 07
77413503,349072629,1,,3252,2014-11-28 19
77413503,268179736,1,,7957,2014-11-21 18
77413503,394695617,1,9rmq6fo,8811,2014-12-12 21
77413503,192872646,1,,10894,2014-11-23 01
77413503,183527226,1,9rm6js9,1083,2014-11-19 08
77413503,50389543,1,,5271,2014-11-29 20
77413503,241071893,1,,242,2014-12-04 12
77413503,187183997,1,9rm6jp4,10894,2014-11-18 16
77413503,221402066,1,,5395,2014-12-04 08
77413503,291310504,1,,5894,2014-12-18 07
77413503,207718175,1,9rmq6fo,13230,2014-12-11 19
77413503,30869130,3,,3252,2014-11-28 19
77413503,177954745,1,,2513,2014-11-26 19
77413503,372588627,1,,10080,2014-12-13 19
77413503,203012230,1,,10080,2014-12-13 18
77413503,256611326,1,,3252,2014-11-29 19
77413503,403500246,1,,3252,2014-11-28 19
77413503,103916758,1,9rmqgoi,1083,2014-11-20 07
77413503,306786110,1,9rm6jph,1083,2014-11-20 07
77413503,364664770,1,,6513,2014-11-22 19
77413503,64360941,1,9rm6jpq,1083,2014-11-19 08
77413503,64360941,1,9rmqgou,1083,2014-11-19 08
77413503,69950423,1,9rmqgdp,1083,2014-11-19 08
77413503,222769496,3,9rmqgol,13230,2014-11-20 07
77413503,42515398,1,9rmqgo3,1083,2014-11-20 07
77413503,207718175,3,9rmq1tj,13230,2014-12-11 19
77413503,310997499,1,,10242,2014-12-10 11
77413503,38837186,1,,5749,2014-12-18 08
77413503,256014574,1,,856,2014-12-12 19
77413503,106606746,3,,856,2014-12-13 19
77413503,306314817,3,,5027,2014-11-26 11
77413503,260993170,1,9rmq6fi,13230,2014-12-11 15
77413503,30869130,1,,3252,2014-11-28 19
77413503,337625698,3,,10242,2014-12-10 11
77413503,49929222,1,,13230,2014-11-20 11
77413503,316981235,1,9rmq1t2,856,2014-12-12 19
77413503,335268627,1,,9516,2014-11-29 20
77413503,188825771,1,,14079,2014-12-18 07
77413503,402497143,1,9rm6jpl,1083,2014-11-18 20
77413503,26883840,1,,5232,2014-11-21 19
77413503,200561519,1,,856,2014-12-12 19
77413503,61692511,1,,1083,2014-11-19 06
77413503,331183102,1,,3252,2014-11-29 19
77413503,114671709,1,,5027,2014-11-26 11
77413503,251999291,1,,5027,2014-11-23 01
77413503,56729496,1,,3252,2014-11-29 19
77413503,40833726,1,9rmq1tl,10080,2014-12-12 20
77413503,354091056,1,9rmq6fl,5901,2014-12-10 14
77413503,1786448,3,,13230,2014-12-18 10
77413503,147641651,1,9rmqgol,10894,2014-11-18 18
77413503,243632588,1,,9247,2014-12-04 11
77413503,276827937,1,9rmq6f7,939,2014-12-12 21
77413503,177954745,1,,2513,2014-11-26 19
77413503,238864249,1,9rmq6fg,939,2014-12-12 21
77413503,323436181,1,9rm6jpe,10894,2014-11-20 07
77413503,153796248,4,,242,2014-12-14 11
77413503,153796248,1,,242,2014-12-14 10
77413503,263590498,1,,5027,2014-11-26 11
77413503,323436181,1,,10894,2014-11-23 05
77413503,96370685,1,9rmqgo7,1083,2014-11-18 19
77413503,181375851,1,9rm6jp2,5027,2014-11-19 09
77413503,367114068,1,,2513,2014-11-26 19
77413503,221340934,1,,10894,2014-12-04 08
77413503,101631077,1,9rmq29s,10080,2014-12-12 20
77413503,302472541,1,,1083,2014-11-19 06
77413503,123773222,1,9rm6jpw,1083,2014-11-18 13
77413503,37371832,1,,3252,2014-11-28 19
77413503,71459822,1,,10392,2014-11-26 19
77413503,379887727,1,,5749,2014-12-18 07
77413503,239230682,1,,5894,2014-12-18 07
77413503,197660125,1,,8874,2014-12-14 10
77413503,113141396,1,,3988,2014-11-26 13
77413503,18157307,1,9rmq29s,9343,2014-12-13 09
77413503,353949139,1,9rm6jpq,10894,2014-11-18 16
77413503,278231410,3,,5232,2014-11-21 19
77413503,366564645,1,,3252,2014-11-29 19
77413503,257523497,1,9rmq6ff,9343,2014-12-13 09
77413503,227777844,1,,9516,2014-11-29 20
77413503,367088397,1,9rmqgog,1083,2014-11-19 08
77413503,359446043,1,9rm6jp0,1083,2014-11-19 08
77413503,117708331,1,9rmqgod,1083,2014-11-18 20
77413503,113403301,1,,5749,2014-12-18 07
77413503,310621660,1,,5894,2014-12-18 08
77413503,25444978,1,,5271,2014-12-04 11
77413503,102221961,1,,6513,2014-11-22 20
77413503,25444978,1,,5271,2014-12-04 11
77413503,138808269,1,9rm6jpo,1083,2014-11-20 07
77413503,211782266,3,9rmq6fo,10242,2014-12-10 14
77413503,210962467,1,9rm6jpw,1083,2014-11-20 07
77413503,359446043,1,9rm6jpn,1083,2014-11-19 08
77413503,118365800,1,,13230,2014-12-12 19
77413503,84162441,1,,13230,2014-12-01 19
77413503,387399842,1,,5027,2014-11-28 13
77413503,8052757,1,,10533,2014-11-23 01
77413503,370330756,1,,3988,2014-11-26 13
77413503,402466740,1,,1083,2014-11-19 06
77413503,402466740,1,,1083,2014-11-19 06
77413503,193350318,1,,5027,2014-11-26 11
77413503,292777988,1,,6344,2014-12-04 01
77413503,306227875,1,9rmq1ta,13230,2014-12-11 19
77413503,182737655,1,9rmqgog,1083,2014-11-20 07
77413503,233209267,1,9rmq6fv,9343,2014-12-13 09
77413503,104730565,1,9rmqgor,1083,2014-11-20 07
77413503,166644525,1,,10080,2014-12-13 19
77413503,37371832,1,,3252,2014-11-29 20
77413503,261376978,1,9rmq1tr,939,2014-12-12 21
77413503,220869824,1,,3988,2014-11-26 13
77413503,388779232,1,,3252,2014-11-28 19
77413503,32967828,1,,6226,2014-11-29 20
77413503,172420461,1,,3988,2014-11-26 13
77413503,297496065,1,9rmq6fl,10242,2014-12-10 14
77413503,255175014,1,9rmq6fj,939,2014-12-12 21
77413503,227777844,1,,9516,2014-11-29 20
77413503,166644525,4,,10080,2014-12-13 19
77413503,10201888,1,9rmq6fv,10080,2014-12-12 21
77413503,388647094,1,,3988,2014-11-26 13
77413503,363150510,1,9rmq6f2,10080,2014-12-12 20
77413503,87975484,1,9rmqgo7,10894,2014-11-18 19
77413503,184548310,1,,6226,2014-11-29 20
77413503,214886894,1,9rmq6fg,10080,2014-12-12 20
77413503,43521515,1,,8874,2014-12-14 10
77413503,306973098,1,9rmq1ta,10080,2014-12-12 20
77413503,323234845,1,,10080,2014-12-13 18
77413503,195406711,1,,5232,2014-11-21 19
77413503,253269952,1,9rmq6f3,5901,2014-12-10 14
77413503,38461032,1,,856,2014-12-12 19
77413503,229524556,3,,1083,2014-11-20 18
77413503,288599917,1,,6344,2014-12-04 01
77413503,41201484,1,,7440,2014-11-20 18
77413503,34768813,1,,8874,2014-12-14 10
77413503,155742613,1,,6513,2014-11-22 20
77413503,228941555,1,9rm6jp0,1083,2014-11-20 07
77413503,33056980,1,,3252,2014-11-28 19
77413503,10817967,1,,14079,2014-12-18 07
77413503,48476441,1,,5894,2014-12-18 08
77413503,375465003,1,,5232,2014-11-21 19
77413503,82842296,1,,9516,2014-11-29 20
77413503,375465003,1,,5232,2014-11-21 19
77413503,36546852,1,,2953,2014-12-04 08
77413503,98167265,1,,8874,2014-12-14 10
77413503,210882274,1,9rm6jph,1083,2014-11-19 08
77413503,18157307,1,9rmq1t7,9343,2014-12-13 09
77413503,339367415,1,9rmq6fi,9343,2014-12-13 09
77413503,363511748,1,,13230,2014-11-28 19
77413503,30397101,1,,1083,2014-11-23 05
77413503,104730565,1,9rmqgo6,1083,2014-11-20 07
77413503,159938993,1,,13230,2014-12-01 19
77413503,295483264,1,9rmq1tl,939,2014-12-12 21
77413503,222769496,3,9rmqgok,13230,2014-11-20 07
77413503,6662314,1,,6226,2014-11-29 20
77413503,105730080,1,9rmqgob,10894,2014-11-18 16
77413503,364664770,3,,6513,2014-11-22 19
77413503,96103561,1,,3988,2014-11-26 13
77413503,192096798,1,,1083,2014-11-23 05
77413503,46579996,1,,5749,2014-12-18 07
77413503,166961350,1,,5027,2014-11-26 11
77413503,34388286,1,9rmq1th,13230,2014-12-11 15
77413503,66150179,1,9rmq6fi,856,2014-12-12 19
77413503,210882274,1,9rmqgol,1083,2014-11-19 08
77413503,198826265,1,,10080,2014-12-13 19
77413503,142311378,1,9rmq6f3,10080,2014-12-12 20
77413503,381255721,1,9rmq6f2,10080,2014-12-12 20
77413503,157385999,1,9rmqgov,1083,2014-11-20 07
77413503,4618183,1,,3252,2014-11-28 19
77413503,333458355,1,,9247,2014-11-29 20
77413503,278043444,1,9rm6jpc,1083,2014-11-20 19
77413503,335100645,1,9rmq1tj,939,2014-12-12 21
77413503,166644525,1,,10080,2014-12-13 19
77413503,184548310,1,,6226,2014-11-29 20
77413503,359446043,1,9rm6jpe,1083,2014-11-19 08
77413503,302472541,1,,1083,2014-11-19 06
77413503,359446043,1,,1083,2014-11-20 02
77413503,402466740,1,9rm6jp5,1083,2014-11-19 08
77413503,326181114,1,,1083,2014-11-26 10
77413503,314777638,1,,2953,2014-12-04 08
77413503,372774090,1,9rmq7mt,10242,2014-12-10 14
77413503,402497143,1,9rmqgol,1083,2014-11-18 19
77413503,9828548,1,9rmq6f7,9343,2014-12-13 09
77413503,88620124,1,,10049,2014-12-18 07
77413503,71459822,1,,10392,2014-11-26 19
77413503,353949139,1,9rmqgoq,10894,2014-11-18 18
77413503,26176017,1,9rmq7mp,939,2014-12-12 21
77413503,19651560,1,9rmq1tr,10242,2014-12-10 14
77413503,207922460,1,,292,2014-12-14 09
77413503,290637595,1,9rmq1t2,10242,2014-12-10 14
77413503,129286593,1,,10242,2014-12-10 11
77413503,80129884,1,9rmq1tj,3846,2014-12-13 11
77413503,286324728,1,9rmq6fo,13230,2014-12-11 19
77413503,147054476,1,,3988,2014-11-26 13
77413503,220869824,1,,3988,2014-11-26 13
77413503,331198326,1,,8874,2014-12-14 10
77413503,68767935,1,9rmq6fu,10242,2014-12-10 14
77413503,70105366,1,9rmq6fv,9343,2014-12-13 10
77413503,77121913,1,9rm6jpe,5027,2014-11-19 09
77413503,258721705,1,,2513,2014-11-26 19
77413503,16910075,1,,5232,2014-11-21 19
77413503,45597336,3,,10242,2014-12-10 05
77413503,363626802,1,,14079,2014-12-17 19
77413503,251822696,1,9rm6jp5,4370,2014-11-21 12
77413503,210962467,1,9rm6jp0,1083,2014-11-20 07
77413503,291310504,1,,5894,2014-12-18 07
77413503,117708331,1,9rm6jpw,1083,2014-11-18 20
77413503,68767935,1,9rmq1ti,10242,2014-12-10 14
77413503,35960553,1,,9247,2014-11-29 20
77413503,388779232,1,,3252,2014-11-29 19
77413503,33183136,1,,9247,2014-11-29 20
77413503,103916758,1,9rm6jpe,1083,2014-11-20 07
77413503,311188473,1,,3988,2014-11-26 13
77413503,31186808,1,,5749,2014-12-18 08
77413503,389777988,1,,5232,2014-11-21 19
77413503,195406711,3,,5232,2014-11-21 19
77413503,14978307,1,,5232,2014-12-04 12
77413503,276413087,1,,10533,2014-12-04 08
77413503,18029074,1,9rmq1tn,10242,2014-12-10 14
77413503,174139503,3,9rmq6fc,856,2014-12-12 19
77413503,353336272,1,,13230,2014-12-18 10
77413503,229524556,1,9rm6jpd,1083,2014-11-20 07
77413503,358437944,1,,13230,2014-12-18 10
77413503,148927167,1,9rmq6gu,10080,2014-12-12 20
77413503,218336694,3,9rmq1t7,10080,2014-12-12 20
77413503,91331036,1,9rmqgo7,1083,2014-11-20 07
77413503,91331036,1,9rmqgor,1083,2014-11-20 07
77413503,74262391,1,,6513,2014-11-22 19
77413503,288884467,1,,10242,2014-12-10 06
77413503,59830622,1,9rmq7m9,5901,2014-12-10 14
77413503,41201484,1,,7440,2014-11-20 18
77413503,353949139,1,9rm6jp4,10894,2014-11-18 16
77413503,316981235,1,9rmq6fg,856,2014-12-12 19
77413503,45779371,1,9rmq6fw,13230,2014-12-11 15
77413503,253425504,1,9rmq1tl,13394,2014-12-10 15
77413503,99026447,1,9rmq1te,6331,2014-12-13 11
77413503,243632588,1,,9247,2014-12-04 11
77413503,325744699,1,9rmqgoe,1083,2014-11-20 19
77413503,295483264,1,9rmq6f3,939,2014-12-12 21
77413503,299384622,1,,10242,2014-12-10 06
77413503,337625698,1,,10242,2014-12-10 11
77413503,186032736,1,9rmq7mt,13230,2014-12-11 15
77413503,108529816,1,,2513,2014-11-26 19
77413503,21532101,1,,13230,2014-11-28 19
77413503,202767670,1,9rmq1tj,939,2014-12-12 21
77413503,158302510,1,,2513,2014-11-26 19
77413503,347052549,1,,10049,2014-12-18 08
77413503,248203158,1,,6513,2014-11-23 05
77413503,349120796,1,,5027,2014-11-26 10
77413503,105730080,1,9rm6jp5,10894,2014-11-18 16
77413503,168771885,1,9rmqgoo,1083,2014-11-18 19
77413503,200561519,1,,856,2014-12-12 19
77413503,221340934,1,,10894,2014-12-04 08
77413503,196293063,1,9rmq6fw,939,2014-12-12 21
77413503,260993170,1,9rmq6fg,13230,2014-12-11 15
77413503,202767670,1,9rmq7mp,939,2014-12-12 21
77413503,113403301,1,,5749,2014-12-18 07
77413503,372774090,1,9rmq6f7,10242,2014-12-10 14
77413503,10817967,1,,14079,2014-12-18 07
77413503,61692511,1,,1083,2014-11-19 06
77413503,615711,1,,2513,2014-11-26 19
77413503,9828548,1,9rmq7mp,9343,2014-12-13 09
77413503,115078361,1,,10242,2014-12-10 05
77413503,46579996,1,,5749,2014-12-18 07
77413503,393364196,1,,13230,2014-12-18 10
77413503,195406711,1,,5232,2014-11-21 19
77413503,273609339,1,,10533,2014-11-23 01
77413503,159598316,1,9rmq6fl,13230,2014-12-11 15
77413503,95415363,1,9rmq6fl,8811,2014-12-12 21
77413503,95415363,1,9rmq6f7,8811,2014-12-12 21
77413503,56729496,1,,3252,2014-11-28 19
77413503,58397198,1,9rm6jpw,5232,2014-11-21 14
77413503,174618218,1,,5027,2014-12-04 08
77413503,139026666,1,9rm6jph,1083,2014-11-18 19
77413503,373975969,1,9rmq6f3,13230,2014-12-11 15
77413503,70795102,1,9rmq1t0,5901,2014-12-10 14
77413503,174534812,1,,1083,2014-11-20 06
77413503,33183136,1,,9247,2014-11-29 20
77413503,183452931,1,,6513,2014-11-22 20
77413503,229364527,1,,10533,2014-12-04 08
77413503,360889319,1,9rmq6fb,3846,2014-12-13 10
77413503,71320370,1,,10894,2014-12-17 23
77413503,314777638,1,,2953,2014-12-04 08
77413503,241071893,1,,242,2014-12-04 12
77413503,64360941,1,9rm6jpr,1083,2014-11-19 08
77413503,337625698,1,,10242,2014-12-10 11
77413503,43117654,1,,10242,2014-12-10 09
77413503,336302189,1,,10242,2014-12-10 06
77413503,367658583,1,,10242,2014-12-10 11
77413503,56550239,3,,10242,2014-12-10 11
77413503,127398683,1,,5232,2014-11-21 19
77413503,326364396,1,,8874,2014-12-14 10
77413503,74262391,1,,6513,2014-11-22 19
77413503,48476441,1,,5894,2014-12-18 08
77413503,129704619,1,9rmq1tq,939,2014-12-12 21
77413503,307207669,1,,6344,2014-12-04 01
77413503,229378554,3,,1083,2014-11-19 06
77413503,80129884,1,9rmq1tk,3846,2014-12-13 11
77413503,268747543,1,9rmqgog,10894,2014-11-18 16
77413503,225538502,1,9rm6jpa,1083,2014-11-19 08
77413503,222769496,1,9rmqgoq,13230,2014-11-20 07
77413503,8906842,1,,6513,2014-11-22 20
77413503,182880097,1,,1863,2014-11-24 09
77413503,188825771,1,,14079,2014-12-18 07
77413503,54927687,1,9rmq6fb,939,2014-12-12 21
77413503,257523497,1,9rmq6fr,9343,2014-12-13 09
77413503,26883840,2,,5232,2014-11-21 19
77413503,221340934,1,,10894,2014-12-04 08
77413503,253425504,1,9rmq6fl,13394,2014-12-10 15
77413503,382142663,1,9rmq1tn,856,2014-12-12 19
77413503,211782266,3,9rmq6fq,10242,2014-12-10 14
77413503,39194452,1,,10661,2014-11-28 13
77413503,224863687,1,,242,2014-12-10 05
77413503,307207669,1,,6344,2014-12-04 01
77413503,82378263,1,,2513,2014-11-26 19
77413503,96370685,1,9rmqgog,1083,2014-11-18 19
